Position,Genre,Age,Nationality,Needs to be relocated,Years of experience,Number of previous companies,Desired salary,Interested in freelance positions,Interested in permanent positions,Human resource score,Tech score,Exam score,Average score,Offer,Hired
CTO,Female,46,Irish,False,20,5,70000,False,True,4,4,0,2.67,64929,True
Software developer,Male,33,Turkish,False,9,5,29000,False,False,3,2,4,3.0,24681,False
Product owner,Male,39,Indian,False,12,9,40000,True,False,1,0,3,1.33,33642,False
Devops,Female,34,British,False,12,3,48000,False,False,4,0,1,1.67,39582,False
CTO,Female,47,French,False,20,13,70000,False,True,1,4,0,1.67,58573,True
CTO,Male,45,Indian,False,20,19,70000,False,False,2,3,3,2.67,66380,True
CTO,Male,46,Brazilian,True,20,7,70000,True,True,1,0,2,1.0,58471,True
Scrum master,Male,46,Brazilian,False,19,6,47000,False,False,0,3,4,2.33,41687,False
Software developer,Male,38,British,False,9,3,29000,False,True,1,3,0,1.33,26465,True
Sysops,Male,36,Turkish,False,7,3,273000,False,True,1,4,4,3.0,244221,False
Software architect,Female,34,Irish,False,10,2,55000,False,True,3,0,2,1.67,47103,True
Software architect,Female,33,Brazilian,True,10,7,55000,False,False,3,3,0,2.0,53745,True
CTO,Female,42,Italian,False,20,1,70000,False,True,0,2,1,1.0,68429,True
Software developer,Male,33,French,False,9,7,29000,False,False,1,0,4,1.67,24088,False
Devops,Male,39,Brazilian,False,12,11,48000,False,True,0,4,4,2.67,47081,True
Software architect,Male,37,Spanish,False,10,6,55000,False,False,0,0,3,1.0,47731,False
Software architect,Male,36,Spanish,False,10,2,55000,True,True,3,1,2,2.0,45795,True
Software architect,Female,39,Indian,False,10,1,55000,True,True,3,0,1,1.33,44750,True
Software architect,Male,39,Brazilian,True,10,4,55000,False,True,1,2,3,2.0,48001,False
Software engineer,Female,28,French,False,3,1,38000,False,False,2,4,1,2.33,32695,True
Software architect,Female,38,Portuguese,True,10,1,55000,False,True,2,2,4,2.67,46267,False
CTO,Female,45,Spanish,False,20,7,70000,True,True,2,0,4,2.0,63220,True
Software architect,Male,32,Turkish,False,10,5,55000,False,False,4,4,1,3.0,44132,False
Software developer,Male,37,Irish,False,9,5,29000,True,False,1,4,4,3.0,23906,True
Software architect,Female,36,Spanish,False,10,2,55000,True,True,4,3,4,3.67,45552,True
Scrum master,Male,46,Spanish,False,19,15,47000,True,False,2,2,4,2.67,46557,True
Software architect,Male,39,British,False,10,1,55000,False,True,4,0,2,2.0,45872,False
Scrum master,Female,46,British,False,19,18,47000,False,True,3,2,1,2.0,42443,False
Software architect,Male,36,Irish,False,10,5,55000,True,False,4,2,4,3.33,53892,False
Product owner,Male,38,Turkish,True,12,5,40000,False,True,4,1,0,1.67,34302,True
Software engineer,Male,26,Brazilian,False,3,1,38000,False,False,2,4,1,2.33,31296,False
Scrum master,Male,44,French,True,19,7,47000,False,False,2,1,2,1.67,43233,True
Product owner,Female,34,Turkish,False,12,6,40000,False,True,1,0,0,0.33,,
Software developer,Female,35,Brazilian,False,9,6,29000,False,True,2,3,3,2.67,23325,False
Software engineer,Female,25,Italian,True,3,1,38000,True,False,3,1,3,2.33,31407,True
Devops,Male,34,Turkish,False,12,4,48000,False,False,1,1,3,1.67,39516,False
CTO,Female,47,Turkish,False,20,10,70000,True,False,2,0,3,1.67,57763,True
Software architect,Male,38,Turkish,False,10,6,55000,False,False,1,1,3,1.67,54214,True
Sysops,Female,35,Indian,False,7,1,273000,True,True,2,3,4,3.0,221173,False
Scrum master,Female,41,Brazilian,True,19,18,47000,True,True,4,4,2,3.33,43012,False
Software architect,Female,34,Portuguese,False,10,7,55000,False,False,2,2,0,1.33,50073,True
Software developer,Male,33,British,False,9,2,29000,False,False,3,2,0,1.67,27130,False
Software architect,Female,34,Turkish,True,10,4,55000,False,False,3,2,4,3.0,53062,False
Scrum master,Male,45,French,False,19,4,47000,False,False,2,1,0,1.0,40164,True
Software architect,Male,39,British,True,10,9,55000,False,False,1,0,0,0.33,,
Software architect,Male,37,Turkish,False,10,9,55000,True,False,0,0,4,1.33,49458,False
Software architect,Male,39,Irish,False,10,8,55000,True,True,2,1,1,1.33,54683,True
CTO,Female,46,Spanish,False,20,3,70000,False,True,4,0,3,2.33,56473,True
Software architect,Male,39,French,True,10,9,55000,True,True,0,3,0,1.0,45322,True
Software developer,Female,32,Turkish,False,9,4,29000,False,False,0,3,0,1.0,27438,True
Devops,Female,37,Irish,False,12,11,48000,False,True,4,3,3,3.33,44361,False
Software developer,Female,32,Italian,False,9,8,29000,False,True,0,3,0,1.0,28630,False
Devops,Female,40,British,True,12,4,48000,False,False,3,0,0,1.0,47270,False
Software developer,Male,35,French,True,9,7,29000,False,True,4,1,3,2.67,27336,True
Software architect,Male,34,French,False,10,4,55000,True,False,2,2,1,1.67,51266,False
Software architect,Male,35,Indian,False,10,4,55000,False,False,0,2,2,1.33,46705,False
Sysops,Male,34,Indian,True,7,6,273000,False,False,4,0,2,2.0,245279,False
Software engineer,Male,30,Spanish,False,3,1,38000,False,False,0,0,1,0.33,,
Software architect,Male,38,Italian,True,10,3,55000,False,False,3,2,4,3.0,52389,False
Software engineer,Female,32,French,True,3,1,38000,True,False,1,4,2,2.33,34000,False
Product owner,Female,34,Portuguese,True,12,9,40000,False,False,1,2,4,2.33,35031,False
Product owner,Male,41,French,False,12,5,40000,False,True,3,2,2,2.33,37259,True
Product owner,Male,41,French,True,12,8,40000,False,False,1,1,3,1.67,39483,False
Sysops,Male,36,British,True,7,2,273000,False,True,3,1,0,1.33,255396,False
CTO,Female,48,Turkish,False,20,5,70000,False,True,3,4,2,3.0,68761,True
Software developer,Male,33,Italian,False,9,2,29000,True,True,3,0,0,1.0,25207,False
Software engineer,Male,26,British,True,3,2,38000,True,False,3,3,4,3.33,36134,False
Software developer,Female,31,Portuguese,False,9,7,29000,True,True,4,0,4,2.67,27078,False
Software architect,Male,35,British,False,10,3,55000,False,False,0,3,1,1.33,44234,False
Software architect,Male,35,Italian,False,10,9,55000,False,False,0,2,1,1.0,53783,True
Software architect,Male,38,Brazilian,False,10,3,55000,False,False,3,4,2,3.0,53739,True
CTO,Male,43,Spanish,False,20,5,70000,False,True,2,1,0,1.0,60193,False
Software engineer,Female,28,Brazilian,True,3,2,38000,False,True,1,2,0,1.0,37324,False
Software engineer,Female,25,Spanish,False,3,1,38000,True,False,4,0,2,2.0,31946,False
Scrum master,Male,43,Indian,True,19,10,47000,False,False,0,3,4,2.33,43923,True
CTO,Female,48,French,False,20,4,70000,False,False,0,4,2,2.0,63290,True
Software architect,Male,38,Spanish,False,10,9,55000,False,True,0,3,4,2.33,45299,True
Software engineer,Male,32,French,True,3,1,38000,True,True,0,3,4,2.33,32409,True
Scrum master,Female,45,British,False,19,16,47000,False,True,0,2,4,2.0,43206,True
Sysops,Female,29,British,False,7,4,273000,True,True,0,2,4,2.0,241019,True
Software developer,Male,35,Turkish,True,9,3,29000,False,False,4,1,4,3.0,25333,False
Product owner,Female,41,French,False,12,2,40000,False,True,1,2,4,2.33,39891,True
Software developer,Female,33,Irish,False,9,5,29000,True,True,1,3,4,2.67,26253,False
Software engineer,Male,25,Indian,False,3,1,38000,False,True,1,2,2,1.67,35262,True
Product owner,Male,40,Brazilian,False,12,8,40000,False,False,1,0,2,1.0,36908,True
Sysops,Female,33,Turkish,False,7,1,273000,False,True,4,2,3,3.0,262652,False
Software developer,Female,34,Portuguese,True,9,4,29000,False,True,3,3,3,3.0,27419,False
Devops,Male,37,Indian,False,12,6,48000,True,True,4,4,2,3.33,47721,True
Software architect,Female,36,Turkish,False,10,6,55000,True,False,4,3,4,3.67,51586,False
Devops,Male,35,Spanish,True,12,4,48000,False,False,1,1,4,2.0,38836,True
Software developer,Female,32,Irish,False,9,6,29000,False,False,2,1,0,1.0,28453,True
Sysops,Male,34,French,True,7,3,273000,False,True,3,3,3,3.0,224982,True
Sysops,Female,34,Brazilian,False,7,3,273000,False,True,2,1,3,2.0,269983,False
Scrum master,Male,46,British,True,19,8,47000,False,False,3,0,0,1.0,46137,True
Software developer,Female,38,Brazilian,True,9,1,29000,False,False,0,2,0,0.67,,
Software engineer,Male,29,Italian,False,3,2,38000,False,False,1,0,4,1.67,32897,False
Software architect,Male,35,Italian,True,10,9,55000,False,True,2,2,0,1.33,47631,True
Software architect,Male,38,Brazilian,False,10,7,55000,False,True,0,4,4,2.67,51089,False
CTO,Female,48,Turkish,False,20,16,70000,False,True,0,1,4,1.67,64512,True
Software engineer,Male,27,Italian,True,3,2,38000,True,False,3,3,4,3.33,34334,False
Software developer,Male,34,Brazilian,False,9,8,29000,False,True,0,4,4,2.67,26066,False
Scrum master,Female,42,Irish,True,19,11,47000,False,True,1,1,4,2.0,38519,False
Software engineer,Male,29,Portuguese,False,3,1,38000,False,False,0,1,0,0.33,,
Scrum master,Female,48,Portuguese,False,19,7,47000,False,False,2,1,0,1.0,44082,False
Product owner,Female,39,Spanish,False,12,11,40000,False,False,0,0,4,1.33,38421,False
Software engineer,Female,28,Brazilian,False,3,1,38000,False,True,0,4,2,2.0,36436,True
Sysops,Male,34,Brazilian,True,7,3,273000,True,True,4,0,1,1.67,256200,True
Software architect,Female,35,Spanish,False,10,5,55000,False,False,3,0,3,2.0,53031,False
Software architect,Male,38,Indian,True,10,5,55000,True,False,1,2,4,2.33,45685,False
Devops,Female,38,Portuguese,True,12,3,48000,False,True,3,1,2,2.0,46556,True
Software architect,Male,38,Portuguese,False,10,7,55000,False,True,0,2,2,1.33,53280,True
Software engineer,Male,31,Irish,False,3,1,38000,True,True,1,1,0,0.67,,
Software developer,Female,37,French,False,9,1,29000,False,True,0,1,0,0.33,,
Software architect,Female,38,British,False,10,8,55000,False,True,1,0,2,1.0,51716,True
Devops,Male,41,Spanish,False,12,2,48000,False,True,0,1,2,1.0,40836,True
Software developer,Female,37,Turkish,False,9,8,29000,False,False,0,3,1,1.33,28719,True
CTO,Male,48,Turkish,True,20,10,70000,True,False,0,0,2,0.67,,
Devops,Female,37,Portuguese,False,12,7,48000,False,True,4,2,2,2.67,47925,False
CTO,Female,46,Italian,False,20,16,70000,True,False,4,3,0,2.33,58550,False
Software developer,Male,31,Indian,False,9,5,29000,False,True,0,3,0,1.0,27667,True
Software architect,Male,34,Turkish,False,10,4,55000,False,False,4,1,3,2.67,51641,True
Scrum master,Female,41,British,False,19,16,47000,False,True,4,4,3,3.67,46885,False
Sysops,Male,35,Brazilian,False,7,4,273000,False,False,2,2,0,1.33,221785,True
Devops,Female,36,Brazilian,True,12,6,48000,True,True,4,4,4,4.0,41310,True
Devops,Female,40,Brazilian,False,12,5,48000,False,False,0,2,3,1.67,46042,False
Scrum master,Male,41,Indian,False,19,18,47000,False,True,4,1,4,3.0,44777,True
Software engineer,Male,27,Turkish,False,3,2,38000,True,False,0,0,3,1.0,32954,False
Devops,Female,41,Turkish,True,12,2,48000,False,True,2,0,1,1.0,40304,False
Software developer,Male,36,Portuguese,False,9,8,29000,True,True,1,3,0,1.33,24477,False
Software architect,Male,34,Portuguese,False,10,8,55000,False,False,1,4,1,2.0,44180,True
Software architect,Male,32,Brazilian,False,10,2,55000,False,True,4,3,1,2.67,53707,False
CTO,Male,42,Turkish,False,20,14,70000,False,True,3,4,0,2.33,63089,False
Devops,Female,39,Portuguese,True,12,2,48000,True,False,3,1,0,1.33,39346,True
Software architect,Male,36,Indian,True,10,8,55000,False,True,0,2,4,2.0,52447,True
Software engineer,Male,30,Turkish,False,3,1,38000,True,True,3,3,4,3.33,36581,True
Software architect,Female,34,Irish,True,10,7,55000,False,False,2,3,2,2.33,45817,False
Software engineer,Female,26,British,False,3,1,38000,False,True,4,0,1,1.67,37322,False
Software developer,Male,34,Turkish,False,9,5,29000,False,True,3,4,4,3.67,27535,False
Product owner,Male,39,British,False,12,5,40000,False,True,1,3,0,1.33,35585,False
Software architect,Male,36,Turkish,False,10,4,55000,False,True,4,4,1,3.0,51907,False
Software architect,Female,36,Italian,False,10,3,55000,False,False,0,3,4,2.33,45369,False
Product owner,Male,34,French,False,12,11,40000,False,False,3,3,0,2.0,34836,True
Software engineer,Female,31,Brazilian,False,3,1,38000,True,False,1,4,4,3.0,35165,True
Software engineer,Female,27,Irish,False,3,1,38000,False,True,0,2,4,2.0,31475,False
Software engineer,Female,25,Turkish,False,3,2,38000,True,True,0,0,1,0.33,,
Software architect,Female,35,Irish,False,10,3,55000,False,False,2,3,1,2.0,47973,True
CTO,Female,49,British,False,20,19,70000,False,True,2,4,0,2.0,58334,True
Software developer,Female,32,Indian,False,9,4,29000,False,False,3,0,1,1.33,25184,False
Scrum master,Female,48,Turkish,False,19,8,47000,True,True,2,2,4,2.67,46134,True
Software architect,Male,36,Portuguese,False,10,2,55000,False,True,1,3,1,1.67,46735,True
Software engineer,Female,27,French,False,3,2,38000,True,False,0,0,2,0.67,,
Sysops,Female,29,Irish,False,7,3,273000,False,True,0,1,0,0.33,,
Product owner,Female,34,French,False,12,3,40000,True,False,4,1,3,2.67,33788,True
Software architect,Female,38,Spanish,False,10,5,55000,False,False,1,0,3,1.33,52735,False
CTO,Male,46,Spanish,False,20,10,70000,False,False,2,2,2,2.0,62127,False
Product owner,Male,40,Irish,False,12,2,40000,True,False,4,2,0,2.0,37256,True
Sysops,Female,31,Italian,False,7,6,273000,False,True,0,3,2,1.67,269060,True
Product owner,Male,39,British,True,12,11,40000,False,False,0,0,0,0.0,,
Software developer,Male,33,Turkish,False,9,7,29000,False,False,3,2,2,2.33,28637,False
Software engineer,Male,30,Irish,False,3,2,38000,False,True,4,1,0,1.67,31865,False
Product owner,Male,38,Italian,False,12,3,40000,False,True,4,1,0,1.67,35830,True
Scrum master,Male,48,Spanish,False,19,15,47000,True,True,4,3,4,3.67,46228,False
Sysops,Male,35,Indian,False,7,6,273000,True,False,1,1,2,1.33,272324,False
CTO,Female,47,Indian,True,20,15,70000,False,True,2,0,1,1.0,65215,False
Software developer,Male,34,Turkish,True,9,3,29000,False,False,3,2,3,2.67,23423,True
Software architect,Male,33,British,False,10,2,55000,False,True,4,4,1,3.0,45578,True
Software architect,Female,36,Spanish,False,10,2,55000,False,True,1,2,0,1.0,48673,True
Software developer,Male,38,Indian,True,9,6,29000,False,True,3,4,4,3.67,23311,False
Scrum master,Male,43,Brazilian,False,19,15,47000,True,True,1,3,4,2.67,44385,False
Software engineer,Female,32,Italian,False,3,2,38000,False,False,3,1,3,2.33,37076,False
CTO,Female,49,Brazilian,False,20,2,70000,False,True,0,1,0,0.33,,
Product owner,Female,41,Turkish,False,12,6,40000,False,False,4,1,4,3.0,35175,False
Devops,Female,37,Italian,False,12,8,48000,False,False,3,2,4,3.0,44803,False
Devops,Female,39,Irish,True,12,7,48000,True,True,2,4,3,3.0,39662,True
Software architect,Female,38,French,False,10,2,55000,False,True,1,4,3,2.67,45669,False
Product owner,Male,35,French,False,12,4,40000,False,True,2,2,2,2.0,38914,False
Software architect,Female,35,Spanish,False,10,6,55000,False,True,3,2,1,2.0,54816,False
CTO,Male,45,Turkish,True,20,6,70000,False,True,2,4,1,2.33,57410,False
Software architect,Female,38,Irish,True,10,9,55000,True,False,2,0,4,2.0,52668,False
Software developer,Male,38,Brazilian,True,9,8,29000,False,False,3,4,2,3.0,26664,True
CTO,Male,42,French,True,20,11,70000,False,False,4,4,1,3.0,62690,True
Software engineer,Female,29,French,False,3,1,38000,False,True,2,4,0,2.0,33374,True
Software architect,Male,33,Portuguese,False,10,4,55000,True,False,0,4,3,2.33,47556,True
Software architect,Female,34,French,False,10,2,55000,True,False,4,1,4,3.0,45557,True
Software architect,Female,32,French,False,10,9,55000,False,True,0,1,1,0.67,,
Devops,Female,41,Brazilian,False,12,1,48000,False,True,3,0,1,1.33,39035,False
Sysops,Male,36,Spanish,True,7,6,273000,False,True,2,3,1,2.0,242417,False
Devops,Female,41,British,False,12,5,48000,False,True,0,2,4,2.0,44325,False
CTO,Male,44,Portuguese,False,20,15,70000,True,False,4,1,3,2.67,68450,True
Software developer,Male,37,Italian,False,9,3,29000,False,True,0,0,2,0.67,,
Software developer,Male,34,Brazilian,False,9,2,29000,False,True,3,0,2,1.67,23707,True
Software architect,Female,34,Italian,False,10,8,55000,False,False,0,2,4,2.0,48313,False
CTO,Male,49,Turkish,False,20,1,70000,True,True,1,1,0,0.67,,
Scrum master,Male,44,Irish,False,19,14,47000,False,True,2,2,0,1.33,46149,True
Software architect,Male,39,Portuguese,True,10,9,55000,False,False,2,2,3,2.33,50249,True
CTO,Male,48,Indian,False,20,8,70000,True,False,3,2,4,3.0,58666,False
Sysops,Male,35,Portuguese,True,7,1,273000,False,True,2,3,2,2.33,221577,True
Sysops,Female,33,Portuguese,False,7,1,273000,False,False,1,2,0,1.0,268196,False
Sysops,Male,29,Brazilian,False,7,5,273000,False,False,3,4,3,3.33,240744,True
CTO,Male,44,French,False,20,1,70000,False,False,1,3,3,2.33,58470,True
Product owner,Male,35,Spanish,True,12,8,40000,False,True,0,3,1,1.33,37527,False
Software architect,Male,32,Brazilian,True,10,5,55000,False,True,4,3,4,3.67,51133,False
Devops,Male,40,French,False,12,4,48000,True,False,4,3,3,3.33,41148,True
CTO,Male,44,Indian,False,20,19,70000,False,False,4,1,4,3.0,64820,False
Sysops,Male,29,Spanish,True,7,3,273000,True,False,2,2,4,2.67,259896,False
Software developer,Female,38,Italian,False,9,6,29000,False,False,3,2,1,2.0,28075,False
Product owner,Female,37,Portuguese,False,12,7,40000,False,True,3,2,0,1.67,39770,True
Devops,Female,37,Indian,False,12,9,48000,False,True,1,2,2,1.67,46314,True
Sysops,Female,35,Italian,False,7,2,273000,False,True,3,0,3,2.0,233263,False
Software engineer,Female,25,Spanish,False,3,2,38000,False,True,4,0,3,2.33,31522,False
Software architect,Male,35,Indian,False,10,6,55000,False,False,3,2,0,1.67,49489,False
Devops,Male,36,Brazilian,False,12,5,48000,False,False,0,4,3,2.33,47309,True
Product owner,Female,35,British,True,12,11,40000,False,False,3,0,0,1.0,38711,True
Software engineer,Male,31,Italian,False,3,1,38000,False,False,2,3,1,2.0,33361,False
Sysops,Female,30,Brazilian,True,7,4,273000,True,True,3,3,4,3.33,221982,False
CTO,Female,45,Italian,False,20,3,70000,False,False,3,2,4,3.0,67601,True
CTO,Male,45,British,True,20,7,70000,False,True,4,3,3,3.33,57938,True
Software architect,Male,38,Brazilian,False,10,1,55000,False,True,1,4,0,1.67,49574,False
Software engineer,Female,29,Spanish,False,3,2,38000,False,False,1,2,3,2.0,34287,False
Sysops,Male,30,Italian,True,7,6,273000,False,False,3,1,2,2.0,257028,True
Product owner,Female,38,Brazilian,False,12,8,40000,False,True,0,4,3,2.33,37356,True
Software architect,Male,36,British,False,10,2,55000,False,False,2,3,3,2.67,49914,True
Product owner,Female,38,French,False,12,5,40000,False,True,4,2,4,3.33,33358,True
Sysops,Male,31,Portuguese,True,7,1,273000,True,False,0,4,0,1.33,229929,True
Software developer,Female,31,British,False,9,8,29000,True,True,1,2,1,1.33,28170,True
Sysops,Male,30,Spanish,False,7,1,273000,True,False,3,3,4,3.33,243845,False
Software architect,Male,38,Portuguese,False,10,8,55000,False,True,1,1,1,1.0,52006,True
Software engineer,Female,31,Spanish,False,3,1,38000,False,False,4,0,0,1.33,33461,False
Product owner,Male,38,Spanish,True,12,4,40000,False,False,4,1,0,1.67,39001,False
Software engineer,Female,28,French,False,3,2,38000,False,True,2,3,1,2.0,37130,True
